character,dialogue,movie
Peter Quill,"So, this orb has a real shiny blue suitcase, Ark of the Covenant, Maltese Falcon sort of vibe. What is it? ",guardians_galaxy
groot,I am Groot. ,guardians_galaxy
Peter Quill,So what? What's the Orb? ,guardians_galaxy
Gamora,I have no words for an honorless thief. ,guardians_galaxy
Rocket Raccoon,"Pretty high and mighty coming from the lackey of a genocidal maniac. [Gamora looks at Rocket] Yeah, I know who you are. Anyone who's anyone knows who you are. ",guardians_galaxy
Peter Quill,"I am Groot.) Yeah, you said that. ",guardians_galaxy
Gamora,"I wasn't retrieving the orb for Ronan, I was betraying him. I had an agreement to sell it to a third party. ",guardians_galaxy
groot,I am Groot. ,guardians_galaxy
Peter Quill,"Well, that’s just as fascinating as the first 89 times you told that. What is wrong with Giving Tree, here? ",guardians_galaxy
Rocket Raccoon,"Well, he don’t know talking good like me and you. So his vocabulistics is limited to “I” and “am” and “Groot”. Exclusively in that order. ",guardians_galaxy
Peter Quill,"I tell you what, that’s gonna wear real thin, real fast.",guardians_galaxy
Drax,Cease your yammering and relieve us from this irksome confinement.,guardians_galaxy
Peter Quill,"Yeah, I'll have to agree with the walking thesaurus on that one.",guardians_galaxy
Drax,Do not ever call me a thesaurus.,guardians_galaxy
Peter Quill,"It's just a metaphor, dude.",guardians_galaxy
Rocket Raccoon,"His people are completely literal, metaphors are gonna go over his head.",guardians_galaxy
Drax,Nothing goes over my head. My reflexes are too fast. I would catch it.,guardians_galaxy
Gamora,I'm gonna die surrounded by the biggest idiots in the galaxy. [as the prison guards surround the watchtower carrying large weapons],guardians_galaxy
Peter Quill,Those are some big guns.,guardians_galaxy
head riot guard,[to the guards] On my command! Number one! [one of the guards shoots his weapon which hits one of the watchtower glass windows],guardians_galaxy
Gamora,"Rodent, we are ready for your plan.",guardians_galaxy
Rocket Raccoon,Hold on!,guardians_galaxy
head riot guard,Number two! [another guard shoots his weapon which hits the other side of the watchtower; referring to Rocket],guardians_galaxy
Drax,I recognize this animal. We'd roast them over a flame pit as children. Their flesh was quite delicious.,guardians_galaxy
Rocket Raccoon,Not helping!,guardians_galaxy
head riot guard,[to the guards] Number three! [another shoots their weapon which hits another glass window of the watchtower leaving a massive crack] All fire on my command! [Rocket works as fast as he can to save them] Three! Two! One! [just then Rocket rigs to turn off the gravity making everyone in the prison start floating],guardians_galaxy
Gamora,"You turned off the artificial gravity, everywhere but in here.",guardians_galaxy
Rocket Raccoon,"I told you I had a plan. [Rocket disconnects the watchtower from its base, then uses the security droids to attack to the base of it and uses the droids jets to fly the watchtower out of the prison]",guardians_galaxy
Peter Quill,"That was a pretty good plan. [they get out of the watchtower, the others go grab their personal stuff and Peter looks for his spaceship] Yeah! There it is. Get my ship. It's the Milano, the orange and blue one over in the corner.",guardians_galaxy
Rocket Raccoon,"They crumpled my pants up into a ball. That's rude! They folded yours. [Peter then gets his personal stuff and looks through it, we see the orb on one of his bags]",guardians_galaxy
Gamora,The orb's there. Let's go!,guardians_galaxy
Peter Quill,"Wait, wait, wait. [Peter keeps searching for his Walkman in his stuff]",guardians_galaxy
Gamora,What?,guardians_galaxy
Peter Quill,That bastard didn't put it back.,guardians_galaxy
Gamora,Put what back? [Peter gives the bag containing the orb to Gamora],guardians_galaxy
Peter Quill,"Here. Get them to the ship, I will be right back.",guardians_galaxy
Gamora,How are you gonna possibly...,guardians_galaxy
Peter Quill,Just keep the Milano close by. Go. Go! [Peter runs off] [Peter attacks the prison guards using his weapon taking each one down one by one],guardians_galaxy
prison guard,"Ow! My neck! [Peter shoots him again as he walks past him, at the same time the others have boarded the Milano and are waiting for Peter]",guardians_galaxy
Rocket Raccoon,"Well, how's he gonna get to us?",guardians_galaxy
Gamora,He declined to share that information with me.,guardians_galaxy
Rocket Raccoon,"Well, screw this, then! I ain't waiting around for some humie with a death wish. You got the orb, right?",guardians_galaxy
Gamora,"Yes. [Gamora looks in the bag that Peter gave her and finds the orb is missing, we see Peter has kept the orb and is throwing it up and down in his hand as he goes to get his Walkman from the guard that took it, he uses the orb to bash the guard over the head; back on the Milano]",guardians_galaxy
Rocket Raccoon,"If we don't leave now, we will be blown to bits.",guardians_galaxy
Gamora,No! We're not leaving without the orb. [just then Drax notices Peter flying towards them],guardians_galaxy
Drax,"Behold. [as they help Peter board onto the Milano] This one shows spirit. He shall make a keen ally in the battle against Ronan. [to Peter] Companion, what were you retrieving? [Peter gives him the Walkman] You're an imbecile. [as they are flying off in the Milano, Peter finds Rocket taking apart parts of the ship]",guardians_galaxy
Peter Quill,"Woh, woh, woh! Yoh, Ranger Rick! What are you doing? You can't take apart my ship without asking me! See, what is this?",guardians_galaxy
Rocket Raccoon,"Don't touch that, it's a bomb.",guardians_galaxy
Peter Quill,A bomb?,guardians_galaxy
Rocket Raccoon,Yep.,guardians_galaxy
Peter Quill,And you leave it lying around?,guardians_galaxy
Rocket Raccoon,I was gonna put it in a box.,guardians_galaxy
Peter Quill,What's a box gonna do? [Rocket pulls out a box and takes out the wrapped present Peter's mother had given him before she had died],guardians_galaxy
Rocket Raccoon,How about this one?,guardians_galaxy
Peter Quill,No! Woh! Hey! Hey! Leave it alone!,guardians_galaxy
Rocket Raccoon,Why? What is it?,guardians_galaxy
Peter Quill,Shut up.,guardians_galaxy
Rocket Raccoon,Hey! [pointing to something else Rocket had pulled out of the ship],guardians_galaxy
Peter Quill,What is that?,guardians_galaxy
Rocket Raccoon,That's for if things get really hardcore. Or if you wanna blow up moons.,guardians_galaxy
Gamora,No one's blowing up moons.,guardians_galaxy
Rocket Raccoon,You just wanna suck the joy out of everything.,guardians_galaxy
Peter Quill,"So, listen, I'm gonna need your buyer's coordinates.",guardians_galaxy
Gamora,"We're heading in the right direction, for now. [Gamora picks up the orb]",guardians_galaxy
Peter Quill,"If we're gonna work together, you might want to try trusting me a little bit.",guardians_galaxy
Gamora,And how much do you trust me? [he takes the orb out of Gamora's hand],guardians_galaxy
Peter Quill,I'd trust you a lot more if you told me what this was. Because I'm guessing it's some kind of weapon.,guardians_galaxy
Gamora,I don't know what it is. [Peter places the orb on the table and Drax picks it up],guardians_galaxy
Drax,"If it's a weapon, we should use it against Ronan.",guardians_galaxy
Gamora,"Put it down, you fool! You'll destroy us all.",guardians_galaxy
Drax,"Or just you, murderess!",guardians_galaxy
Gamora,"I let you live once, princess!",guardians_galaxy
Drax,I am not a princess!,guardians_galaxy
Peter Quill,Hey! Nobody is killing anybody on my ship! We're stuck together until we get the money. [Drax throws the orb to Peter],guardians_galaxy
Drax,"If it's a weapon, we should use it against Ronan.",guardians_galaxy
Gamora,"Put it down, you fool! You'll destroy us all.",guardians_galaxy
Drax,"Or just you, murderess!",guardians_galaxy
Gamora,"I let you live once, princess!",guardians_galaxy
Drax,I am not a princess!,guardians_galaxy
Peter Quill,Hey! Nobody is killing anybody on my ship! We're stuck together until we get the money. [Drax throws the orb to Peter],guardians_galaxy
Drax,I have no interest in money. [Drax walks off],guardians_galaxy
Peter Quill,Great. That means more money for the three of us. [Groot makes a noise indicating he counts too] For the four of us. Partners.,guardians_galaxy
Gamora,"We have an agreement, but I would never be partners with the likes of you. I'll tell the buyer we're on our way. And Quill, your ship is filthy. [she turns and walks up the stairs]",guardians_galaxy
Peter Quill,"Oh, she has no idea. If I had a black light, the place would look like a Jackson Pollock painting.",guardians_galaxy
Rocket Raccoon,"You got issues, Quill. [Ronan and Nebula are at the The Kyln torturing one of the prison guards]",guardians_galaxy
head riot guard,"I swear, I don't know where they went! I swear!",guardians_galaxy
Nebula,"If he knew where they were headed, he'd have already told us.",guardians_galaxy
head riot guard,Yeah.,guardians_galaxy
Nebula,"Ronan, the Nova Corps sent a fleet to defend the prison. Well, then, send Necrocraft to every corner of the quadrant. Find the orb. Any means, any price.",guardians_galaxy
Nebula,And this place?,guardians_galaxy
ronan,The Nova can't know what we're after. Cleanse it! [Yondu pays a visit to the Broker to find out what Peter has done with the orb],guardians_galaxy
Yondu,Do you got any other cute little buggers like this one? I like to stick 'em all in a row on my control console.,guardians_galaxy
the broker,I can't tell if you're joking or not.,guardians_galaxy
kraglin,He's being fully serious.,guardians_galaxy
the broker,"In that case, I can show you... [Yondu laughs]",guardians_galaxy
Yondu,"But first, you gonna tell me what this orb is, and why everybody cares so damn much about it. And then you gonna tell me, who out there might wanna buy it.",guardians_galaxy
